N°;Nombre_comercial;Url_Imagnes;;;
67;Oppo Reno 12F 256GB Naranja + Speaker + Kit Champions;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063721.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063721_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063721_5.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063721_6.jpg";;;
68;Samsung Galaxy A55 256GB Morado;"https://http2.mlstatic.com/D_NQ_NP_2X_949261-MLU77500507682_072024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_601305-MLU77717739253_072024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_632566-MLU77717739257_072024-F.webp";;;
69;Oppo Reno 11 256GB/12GB Gris;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058184_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058184_3.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058184_4.jpg";;;
70;Oppo Reno 12F 256GB Verde + Speaker;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70060579.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70060579_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70060579_6.jpg";;;
71;Oppo Reno 12F 256GB Verde + Speaker + Kit Champions;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063726.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063726_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063726_5.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063726_6.jpg";;;
72;Samsung Galaxy A55 256GB Azul;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058438.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058438_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058438_5.jpg";;;
73;Samsung Galaxy A55 256GB Negro + SmartBand Fit3;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058498.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058498_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058498_5.jpg;https://http2.mlstatic.com/D_NQ_NP_785685-MLU74524021860_022024-O.webp";;;
74;Samsung Galaxy A55 256GB Negro;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058498.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058498_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058498_5.jpg";;;
75;Samsung Galaxy A55 256GB Amarillo;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058474.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058474_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058474_5.jpg";;;
76;Samsung Galaxy A05 64GB Plateado;"https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mzsdltc/gallery/co-galaxy-a05-sm-a055-sm-a055mzsdltc-539251373?$684_547_JPG$;https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mzsdltc/gallery/co-galaxy-a05-sm-a055-sm-a055mzsdltc-539251380?$684_547_JPG$;https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mzsdltc/gallery/co-galaxy-a05-sm-a055-sm-a055mzsdltc-539251427?$684_547_JPG$";;;
77;Samsung Galaxy A05 64GB Negro;"https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mzkdltc/gallery/co-galaxy-a05-sm-a055-sm-a055mzkdltc-539250199?$684_547_JPG$;https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mzkdltc/gallery/co-galaxy-a05-sm-a055-sm-a055mzkdltc-539250282?$684_547_JPG$;https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mzkdltc/gallery/co-galaxy-a05-sm-a055-sm-a055mzkdltc-539250437?$684_547_JPG$";;;
78;Samsung Galaxy A05 64GB Verde;"https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mlggltc/gallery/co-galaxy-a05-sm-a055-sm-a055mlggltc-539251392?$684_547_JPG$;https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mlggltc/gallery/co-galaxy-a05-sm-a055-sm-a055mlggltc-539251435?$684_547_JPG$;https://images.samsung.com/is/image/samsung/p6pim/co/sm-a055mlggltc/gallery/co-galaxy-a05-sm-a055-sm-a055mlggltc-539251449?$684_547_JPG$";;;
79;OPPO Reno 11 256GB/12GB RAM Verde Reloj Inteligente;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058184.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058184_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058184_6.jpg";;;
80;Samsung Galaxy A05S 128 GB Plateado;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057370.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057370_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057370_5.jpg";;;
81;Samsung Galaxy A05S 128 GB Negro;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057355.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057355_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057355_5.jpg";;;
82;Samsung Galaxy A06 128GB Azul;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061270.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061270_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061270_6.jpg";;;
83;Samsung Galaxy A05S 128GB 4GB Morado;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057363.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057363_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057363_5.jpg";;;
84;Samsung Galaxy A06 128GB Verde;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061376.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061376_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061376_5.jpg";;;
85;Samsung Galaxy A25 256GB Amarillo;"https://http2.mlstatic.com/D_NQ_NP_2X_844852-MLU77492786217_072024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_803611-MLA74436537038_022024-F.webp";;;
86;Samsung Galaxy A16 256GB Negro;"https://www.alkosto.com/medias/8806095791791-001-750Wx750H?context=bWFzdGVyfGltYWdlc3wxMjcyMHxpbWFnZS93ZWJwfGFETmhMMmczTVM4eE5EazJNRGd3TURJMk9ETXhPQzg0T0RBMk1EazFOemt4TnpreFh6QXdNVjgzTlRCWGVEYzFNRWd8M2M4Y2ZmNzdmOWFiNGVkZDZkNzNhOWI0OTI1YzY0ZWQyZjZmOTBlYTA2MmQ1ZTk0ZmZlNzFlODI0NjM0MWU2Mw;https://www.alkosto.com/medias/8806095791791-002-1400Wx1400H?context=bWFzdGVyfGltYWdlc3wyMDY5MnxpbWFnZS93ZWJwfGFHUmhMMmcxWmk4eE5EazJNRGd3TURjNU1qWXdOaTg0T0RBMk1EazFOemt4TnpreFh6QXdNbDh4TkRBd1YzZ3hOREF3U0F8ZjY3MGNlZGVkZjYyYmYyMjM3OGRmMDlkMDQ2NWIxOGI4NjMzZjAzZDM4NmNjODI0MTVjOTBlYjFhYTdlY2U5Nw;https://www.alkosto.com/medias/8806095791791-006-1400Wx1400H?context=bWFzdGVyfGltYWdlc3wxNjI1NHxpbWFnZS93ZWJwfGFEbG1MMmhqT0M4eE5EazJNRGd3TXpFMU1Ua3dNaTg0T0RBMk1EazFOemt4TnpreFh6QXdObDh4TkRBd1YzZ3hOREF3U0F8MWQzNjRjZGFjMzY1NmU0YjE5YmM5ZTI1N2FkOTMxZTgzYTU2MjJjODViMzBkZGE3NTVmNGM1MThlYzgwOTk2Mw";;;
87;Samsung Galaxy A25 256GB Azul;"https://http2.mlstatic.com/D_NQ_NP_2X_898195-MLA74436342510_022024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_999257-MLA74558591959_022024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_941875-MLA74436479036_022024-F.webp";;;
88;Samsung Galaxy A15 5G 256GB Azul;"https://towncenter.co/wp-content/uploads/2024/04/CELULAR-GALAXY-A15-AZUL-DE-256GB-1.webp;https://towncenter.co/wp-content/uploads/2024/04/CELULAR-GALAXY-A15-AZUL-DE-256GB-3.webp;https://towncenter.co/wp-content/uploads/2024/04/CELULAR-GALAXY-A15-AZUL-DE-256GB-5.webp";;;
89;Samsung Galaxy A15 5G 256GB Amarillo;"https://www.macrocell.co/wp-content/uploads/2024/06/samsung-galaxy-a15-5g-65-4gb-128gb-amarillo-sm-a156-1.jpeg;https://www.macrocell.co/wp-content/uploads/2024/06/Celular-SAMSUNG-A15-128GB-Amarillo-7-768x768.jpg";;;
90;Samsung Galaxy A35 256GB Azul;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058601.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058601_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058601_5.jpg";;;
91;Samsung Galaxy S24 FE 256GB Negro + SmartBand FIT3;"https://www.ktronix.com/medias/8806095969206-001-750Wx750H?context=bWFzdGVyfGltYWdlc3wxODExNHxpbWFnZS93ZWJwfGFHRmxMMmhtTkM4eE5Ea3lOVFUxTURNNE56SXpNQzg0T0RBMk1EazFPVFk1TWpBMlh6QXdNVjgzTlRCWGVEYzFNRWd8OWJjYzFlOTYzZDgyYTJiYTBjYWI5YjMwOTlmZjIzNTRjMGFjM2FiZDUzMmYwYTE2Njg3NWJhYTRkMjlmYjM4YQ;https://www.ktronix.com/medias/8806095969206-006-750Wx750H?context=bWFzdGVyfGltYWdlc3w1MjcyfGltYWdlL3dlYnB8YURRNUwyZzNZUzh4TkRjeE9UUTROekEwT1RjMU9DODRPREEyTURrMU9UWTVNakEyWHpBd05sODNOVEJYZURjMU1FZ3w0ZmJmMGYwYmEwN2MxNGJlOWVhZWZhYWMwNWUwMjMzMGY0MjVmMWZlMjY0YTE1OWJmZWRkYmVmNzFiMzY3NGM3;https://www.ktronix.com/medias/8806095969206-007-750Wx750H?context=bWFzdGVyfGltYWdlc3w1MDkwfGltYWdlL3dlYnB8YUdWaUwyZzJOUzh4TkRjeE9UUTROell6T1RVNE1pODRPREEyTURrMU9UWTVNakEyWHpBd04xODNOVEJYZURjMU1FZ3xmMzc2ZjgzM2Q5ZmY2ZDFiNGY1NGIzMDI0MzhhYzg5MTE4NWFiMjRmNTEzMzFhYzY3NGE2Nzg3YjFjOTI4MDFk;https://images.samsung.com/is/image/samsung/p6pim/co/sm-r390nzaalta/gallery/co-galaxy-fit3-r390-sm-r390nzaalta-thumb-539839037";;;
93;Samsung Galaxy S24 FE 256GB Gris + Smart Band Fit 3;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063101_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063101_3.jpg;https://images.samsung.com/is/image/samsung/p6pim/co/sm-r390nzaalta/gallery/co-galaxy-fit3-r390-sm-r390nzaalta-thumb-539839037";;;
94;TCL 40 SE 128GB Gris;"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/706178/w=1280,h=832,f=webp,fit=contain,q=85;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/706178_02/w=1280,h=832,f=webp,fit=contain,q=85;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/706178_03/w=1280,h=832,f=webp,fit=contain,q=85";;;
95;TCL 40 SE 256GB Morado + Audifonos TCL TW18;"https://http2.mlstatic.com/D_NQ_NP_2X_810466-MLA75004334351_032024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_713805-MLU75173850908_032024-F.webp;https://ae01.alicdn.com/kf/Udabe927c7ecf47f4a13dbeaedad78249e.png";;;
96;Tecno Spark 20 Pro Plus 256GB Verde;"https://exitocol.vtexassets.com/arquivos/ids/26787791/Celular-TECNO-MOBILE-SPARK-20-PRO-256-GB-8-GB-RAM-Verde-3524929_a.jpg?v=638750731226430000;https://exitocol.vtexassets.com/arquivos/ids/26787792/Celular-TECNO-MOBILE-SPARK-20-PRO-256-GB-8-GB-RAM-Verde-3524929_b.jpg?v=638750731228070000;https://exitocol.vtexassets.com/arquivos/ids/26787793/Celular-TECNO-MOBILE-SPARK-20-PRO-256-GB-8-GB-RAM-Verde-3524929_c.jpg?v=638750731228730000";;;
97;TCL 40SE 256GB Gris + Audifonos TCL TW18;"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/706178/w=1280,h=832,f=webp,fit=contain,q=85;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/706178_02/w=1280,h=832,f=webp,fit=contain,q=85;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/706178_03/w=1280,h=832,f=webp,fit=contain,q=85;https://ae01.alicdn.com/kf/Udabe927c7ecf47f4a13dbeaedad78249e.png";;;
98;Tecno Camon 30 5G 512GB Negro + BUDS;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059114.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059114_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059114_4.jpg";;;
99;Tecno Spark 20 Pro Plus Blanco;"https://puntoscolombia.vtexassets.com/arquivos/ids/26386061-800-auto?v=638461229148600000&width=800&height=auto&aspect=true;https://puntoscolombia.vtexassets.com/arquivos/ids/26386058-800-auto?v=638461229146570000&width=800&height=auto&aspect=true;https://puntoscolombia.vtexassets.com/arquivos/ids/26386057-800-auto?v=638461229146430000&width=800&height=auto&aspect=true;https://puntoscolombia.vtexassets.com/arquivos/ids/26386060-800-auto?v=638461229146870000&width=800&height=auto&aspect=true";;;
100;Samsung Galaxy A35 256GB Negro;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058617.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058617_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70058617_3.jpg";;;
101;Tecno Camon 30 5G 512GB Blanco + BUDS;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059109.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059109_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059109_4.jpg";;;
102;Tecno Spark 20 Pro Plus 256 GB Negro;"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/72896222_1/w=1500,h=1500,fit=pad;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/72896222_2/w=1500,h=1500,fit=pad;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/72896222_3/w=1500,h=1500,fit=pad;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/72896222_4/w=1500,h=1500,fit=pad";;;
103;Tecno Spark 30 256GB Blanco + Reloj Inteligente;"https://jumbocolombiaio.vtexassets.com/arquivos/ids/711342-1600-1600?v=638701348706230000&width=1600&height=1600&aspect=true;https://jumbocolombiaio.vtexassets.com/arquivos/ids/711345-1600-1600?v=638701348713270000&width=1600&height=1600&aspect=true";;;
104;Tecno Spark 20 256GB Negro;"https://exitocol.vtexassets.com/arquivos/ids/26787691/Celular-TECNO-MOBILE-Spark-20-256-GB-8-GB-RAM-Negro-3510275_a.jpg?v=638750730393070000;https://exitocol.vtexassets.com/arquivos/ids/26787692/Celular-TECNO-MOBILE-Spark-20-256-GB-8-GB-RAM-Negro-3510275_b.jpg?v=638750730394800000;https://exitocol.vtexassets.com/arquivos/ids/26787693/Celular-TECNO-MOBILE-Spark-20-256-GB-8-GB-RAM-Negro-3510275_c.jpg?v=638750730395570000;https://exitocol.vtexassets.com/arquivos/ids/26787694/Celular-TECNO-MOBILE-Spark-20-256-GB-8-GB-RAM-Negro-3510275_d.jpg?v=638750730397130000";;;
105;Tecno Spark 30C 256GB Blanco + Cable USB TRANSF;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061416.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061416_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061416_3.jpg;https://down-co.img.susercontent.com/file/sg-11134201-7rd4b-lvmwlj4hmwpp08";;;
106;Tecno Spark 20 Pro Plus 256GB Verde + Reloj Inteligente;"https://jumbocolombiaio.vtexassets.com/arquivos/ids/627166-1600-1600?v=638512214025430000&width=1600&height=1600&aspect=true;https://jumbocolombiaio.vtexassets.com/arquivos/ids/627169-1600-1600?v=638512214344600000&width=1600&height=1600&aspect=true";;;
107;Tecno Spark 30 256GB Blanco;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061416.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061416_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061416_3.jpg";;;
108;Tecno Spark 30C 256GB Negro + Cable USB TRANSF;"https://puntoscolombia.vtexassets.com/arquivos/ids/28221443-800-auto?v=638631209165870000&width=800&height=auto&aspect=true;https://puntoscolombia.vtexassets.com/arquivos/ids/28221440-800-auto?v=638631209164300000&width=800&height=auto&aspect=true;https://down-co.img.susercontent.com/file/sg-11134201-7rd4b-lvmwlj4hmwpp08";;;
109;Vivo V40 Lite 256GB Negro + Audifonos TWS;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063081.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063081_2.jpghttps://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063081_7.jpg";;;
110;Vivo V30 SE 256GB Negro + Audifonos TWS;"https://carulla.vtexassets.com/arquivos/ids/19702160/Celular-VIVO-Serie-Y-256-GB-8-GB-RAM-Negro-Smartwatch-3539789_a.jpg?v=638750733054130000;https://carulla.vtexassets.com/arquivos/ids/19702164/Celular-VIVO-Serie-Y-256-GB-8-GB-RAM-Negro-Smartwatch-3539789_e.jpg?v=638750733059470000;https://carulla.vtexassets.com/arquivos/ids/19702165/Celular-VIVO-Serie-Y-256-GB-8-GB-RAM-Negro-Smartwatch-3539789_f.jpg?v=638750733060600000;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061711_2.jpg";;;
111;Tecno Spark G01 128GB Negro;"https://www.ktronix.com/medias/4894947036163-001-750Wx750H?context=bWFzdGVyfGltYWdlc3wxNzU3NnxpbWFnZS93ZWJwfGFHTTJMMmhqTmk4eE5Ea3lOVE15TnpZek1ETTJOaTgwT0RrME9UUTNNRE0yTVRZelh6QXdNVjgzTlRCWGVEYzFNRWd8MDllZGQzMmE2MjM0NzdkMGEzYjJhYmRmOTRmYjA2YzU5NDZmN2M0OTBjMWNlM2Q4NWM4M2ViNzEwOGQ5OWI3Zg;https://www.ktronix.com/medias/4894947036163-005-750Wx750H?context=bWFzdGVyfGltYWdlc3wzMzUxNnxpbWFnZS93ZWJwfGFHVTNMMmd3WWk4eE5Ea3hOemszTURNMk1qTTVPQzgwT0RrME9UUTNNRE0yTVRZelh6QXdOVjgzTlRCWGVEYzFNRWd8MjEwNWQxMjIwNzA3N2VmZWMyMzU0OWI4OTQ5MDc2ZWJjMTgyYzIwYzYyODExNTg1MjE2MjdmNzg0ZmUxNWQ5Nw;https://www.ktronix.com/medias/4894947036163-007-750Wx750H?context=bWFzdGVyfGltYWdlc3wzMDU3OHxpbWFnZS93ZWJwfGFEZ3dMMmcyTkM4eE5Ea3hOemszTVRVME1qQTBOaTgwT0RrME9UUTNNRE0yTVRZelh6QXdOMTgzTlRCWGVEYzFNRWd8Yjc4MzVlMGYzMWNlNDFmYjNlNDA3MmNhNzc4MGEwOWYyZTVkYjBjNGE1ZTM5MTM4NTYzYjNkZmM4NmVhYmRkNQ";;;
112;Vivo V40 SE 256GB Negro + Audifonos TWS Gen;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061711.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061711_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061711_7.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061711_6.jpg";;;
113;Vivo V40 Lite 256GB Blanco;"https://sercomunicaciones.com/wp-content/uploads/2024/11/Vivo-V40-Lite-blanco-frente.png;https://sercomunicaciones.com/wp-content/uploads/2024/11/Vivo-V40-Lite-blanco-lado.png;https://sercomunicaciones.com/wp-content/uploads/2024/11/Vivo-V40-Lite-blanco-delado.png";;;
114;Vivo Y03 128GB Negro;"https://jumbocolombiaio.vtexassets.com/arquivos/ids/635564-1600-1600?v=638544014039400000&width=1600&height=1600&aspect=true;https://jumbocolombiaio.vtexassets.com/arquivos/ids/635569-1600-1600?v=638544014052700000&width=1600&height=1600&aspect=true;https://jumbocolombiaio.vtexassets.com/arquivos/ids/635568-1600-1600?v=638544014049730000&width=1600&height=1600&aspect=true";;;
115;Vivo Y18 128GB/6GB Azul;"https://exitocol.vtexassets.com/arquivos/ids/26788316/Celular-VIVO-Y18-128-GB-6-GB-RAM-Azul-3573480_a.jpg?v=638750734996470000;https://exitocol.vtexassets.com/arquivos/ids/26788319/Celular-VIVO-Y18-128-GB-6-GB-RAM-Azul-3573480_d.jpg?v=638750735000070000;https://exitocol.vtexassets.com/arquivos/ids/26788320/Celular-VIVO-Y18-128-GB-6-GB-RAM-Azul-3573480_e.jpg?v=638750735001000000;https://exitocol.vtexassets.com/arquivos/ids/26788322/Celular-VIVO-Y18-128-GB-6-GB-RAM-Azul-3573480_g.jpg?v=638750735002400000";;;
116;Tecno Spark 20 256GB Dorado;"https://http2.mlstatic.com/D_NQ_NP_2X_732977-MLU74609530533_022024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_864703-MLU74609530547_022024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_984035-MLU74485497700_022024-F.webp";;;
117;Vivo V40 SE 256GB Plateado + Audifonos TWS Gen;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061772.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061772_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061772_7.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70061772_6.jpg";;;
118;Vivo Y19 256GB Negro + Audifonos ALAM + SOPOR CEL;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70062681.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70062681_2.jpg";;;
119;Vivo Y18 256GB Azul;"https://exitocol.vtexassets.com/arquivos/ids/26788091/Celular-VIVO-VIVO-Y18-256GB-256-GB-8-GB-RAM-Azul-claro-3555350_a.jpg?v=638750733318000000;https://exitocol.vtexassets.com/arquivos/ids/26788094/Celular-VIVO-VIVO-Y18-256GB-256-GB-8-GB-RAM-Azul-claro-3555350_d.jpg?v=638750733320500000;https://exitocol.vtexassets.com/arquivos/ids/26788095/Celular-VIVO-VIVO-Y18-256GB-256-GB-8-GB-RAM-Azul-claro-3555350_e.jpg?v=638750733321430000";;;
120;Vivo Y03 128GB Verde;"https://jumbocolombiaio.vtexassets.com/arquivos/ids/635573-1600-1600?v=638544014061500000&width=1600&height=1600&aspect=true;https://jumbocolombiaio.vtexassets.com/arquivos/ids/635577-1600-1600?v=638544014073200000&width=1600&height=1600&aspect=true;https://jumbocolombiaio.vtexassets.com/arquivos/ids/635578-1600-1600?v=638544014075730000&width=1600&height=1600&aspect=true";;;
121;Vivo V25 128GB Negro + Audifonos TWS AIR;"https://www.alkosto.com/medias/7709395978286-002-750Wx750H?context=bWFzdGVyfGltYWdlc3wyODI5NHxpbWFnZS93ZWJwfGFESm1MMmcyT1M4eE5ETXpOakUyTmpNek1ETTVPQzgzTnpBNU16azFPVGM0TWpnMlh6QXdNbDgzTlRCWGVEYzFNRWd8ODM1N2U1OTBjOWE1NzIzOTQxNjk4N2QxNDI0ZWFiODg5YTI3OGQwNjA4ODU2ZjhmNTQxZTJjMDE4ZmYxYzY5NA;https://www.alkosto.com/medias/7709395978286-004-750Wx750H?context=bWFzdGVyfGltYWdlc3wxNTM3NHxpbWFnZS93ZWJwfGFEYzBMMmhrTXk4eE5ETXpOakUyTnpNM09EazNOQzgzTnpBNU16azFPVGM0TWpnMlh6QXdORjgzTlRCWGVEYzFNRWd8Y2Y4ODU2NDE3NTUxZWIyOTlmYjM3ZTA2ZWViMGExNmY4YTQ2YjczMzAyNTczOGYyZTg5OTAzNjFkMjU0Y2Q5Ng;https://www.alkosto.com/medias/7709395978286-007-750Wx750H?context=bWFzdGVyfGltYWdlc3wxMTk2MnxpbWFnZS93ZWJwfGFEZ3pMMmhoWlM4eE5ETXpOakUyT0RrMU1UZ3pPQzgzTnpBNU16azFPVGM0TWpnMlh6QXdOMTgzTlRCWGVEYzFNRWd8ODJmNGVjMzM0ODQ2MmMyYTAzZTAxMTM5MDg3NzQ4NmRkNjZmYzZkYTg2NGIwMWJhNDJjNDY4ZjcyZjE3NTM5OQ;https://tienda.todomovil.co/wp-content/uploads/2024/06/WhatsApp-Image-2023-09-04-at-11.15.47-AM-1.jpeg";;;
122;Vivo Y38 256GB Azul;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059316.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059316_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059316_5.jpg";;;
123;Vivo Y18 256GB Negro;"https://jumbocolombiaio.vtexassets.com/arquivos/ids/635629-1600-1600?v=638544014210830000&width=1600&height=1600&aspect=true;https://jumbocolombiaio.vtexassets.com/arquivos/ids/635633-1600-1600?v=638544014224300000&width=1600&height=1600&aspect=true;https://jumbocolombiaio.vtexassets.com/arquivos/ids/635634-1600-1600?v=638544014226500000&width=1600&height=1600&aspect=true";;;
124;Xiaomi 14T 512GB Gris;"https://http2.mlstatic.com/D_NQ_NP_2X_821999-MLA79885315176_102024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_643478-MLA79828423553_102024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_836707-MLA82239923091_022025-F.webp";;;
125;Vivo Y38 256GB Negro;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059271.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059271_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70059271_5.jpg";;;
126;Xiaomi 14T Pro 512GB Negro;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70060869.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70060869_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70060869_5.jpg";;;
127;Xiaomi 14T Pro 512GB Gris;"https://tienda.movistar.com.co/media/catalog/product/cache/5ef02510d71dc93118619de4fb50cd05/x/i/xiaomi14tprogris01_1.jpg;https://tienda.movistar.com.co/media/catalog/product/cache/5ef02510d71dc93118619de4fb50cd05/x/i/xiaomi14tprogris03.jpg;https://tienda.movistar.com.co/media/catalog/product/cache/5ef02510d71dc93118619de4fb50cd05/x/i/xiaomi14tprogris02.jpg";;;
